STATEID,COUNTYID,STNAME,CTYNAME,POPN
26,089,Michigan,Leelanau ,22302
26,091,Michigan,Lenawee ,99214
26,093,Michigan,Livingston ,193973
26,095,Michigan,Luce ,5325
26,097,Michigan,Mackinac ,10830
26,099,Michigan,Macomb ,880349
26,101,Michigan,Manistee ,25063
26,103,Michigan,Marquette ,65931
26,105,Michigan,Mason ,29064
26,107,Michigan,Mecosta ,39781
26,109,Michigan,Menominee ,23423
26,111,Michigan,Midland ,83476
26,113,Michigan,Missaukee ,15067
26,115,Michigan,Monroe ,154796
26,117,Michigan,Montcalm ,66515
26,119,Michigan,Montmorency ,9155
26,121,Michigan,Muskegon ,175817
26,123,Michigan,Newaygo ,50042
26,125,Michigan,Oakland ,1272408
26,127,Michigan,Oceana ,26688
26,129,Michigan,Ogemaw ,20740
26,131,Michigan,Ontonagon ,5804
26,133,Michigan,Osceola ,22887
26,135,Michigan,Oscoda ,8234
26,137,Michigan,Otsego ,25102
26,139,Michigan,Ottawa ,296787
26,141,Michigan,Presque Isle ,12979
26,143,Michigan,Roscommon ,23432
26,145,Michigan,Saginaw ,189831
26,147,Michigan,St. Clair ,160265
26,149,Michigan,St. Joseph ,60902
26,151,Michigan,Sanilac ,40506
26,153,Michigan,Schoolcraft ,8041
26,155,Michigan,Shiawassee ,67983
26,157,Michigan,Tuscola ,53274
26,159,Michigan,Van Buren ,75556
26,161,Michigan,Washtenaw ,371656
26,163,Michigan,Wayne ,1790225
26,165,Michigan,Wexford ,33676
27,001,Minnesota,Aitkin ,15693
27,003,Minnesota,Anoka ,364299
27,005,Minnesota,Becker ,35147
27,007,Minnesota,Beltrami ,46230
27,009,Minnesota,Benton ,41338
27,011,Minnesota,Big Stone ,5147
27,013,Minnesota,Blue Earth ,69173
27,015,Minnesota,Brown ,25885
27,017,Minnesota,Carlton ,36156
27,019,Minnesota,Carver ,107286
27,021,Minnesota,Cass ,30125
27,023,Minnesota,Chippewa ,12593
27,025,Minnesota,Chisago ,56670
27,027,Minnesota,Clay ,65351
27,029,Minnesota,Clearwater ,8580
27,031,Minnesota,Cook ,5592
27,033,Minnesota,Cottonwood ,11489
27,035,Minnesota,Crow Wing ,66236
27,037,Minnesota,Dakota ,440317
27,039,Minnesota,Dodge ,20861
27,041,Minnesota,Douglas ,39079
27,043,Minnesota,Faribault ,13888
27,045,Minnesota,Fillmore ,21246
27,047,Minnesota,Freeborn ,30883
27,049,Minnesota,Goodhue ,47536
27,051,Minnesota,Grant ,6080
27,053,Minnesota,Hennepin ,1281267
27,055,Minnesota,Houston ,18818
27,057,Minnesota,Hubbard ,21380
27,059,Minnesota,Isanti ,41383
27,061,Minnesota,Itasca ,44984
27,063,Minnesota,Jackson ,9969
27,065,Minnesota,Kanabec ,16040
27,067,Minnesota,Kandiyohi ,43685
27,069,Minnesota,Kittson ,4180
27,071,Minnesota,Koochiching ,12031
27,073,Minnesota,Lac qui Parle ,6701
27,075,Minnesota,Lake ,10885
27,077,Minnesota,Lake of the Woods ,3760
27,079,Minnesota,Le Sueur ,28627
27,081,Minnesota,Lincoln ,5628
27,083,Minnesota,Lyon ,25174
27,085,Minnesota,McLeod ,36701
27,087,Minnesota,Mahnomen ,5374
27,089,Minnesota,Marshall ,9035
27,091,Minnesota,Martin ,19970
27,093,Minnesota,Meeker ,23428
27,095,Minnesota,Mille Lacs ,26410
27,097,Minnesota,Morrison ,33980
27,099,Minnesota,Mower ,40049
27,101,Minnesota,Murray ,8168
27,103,Minnesota,Nicollet ,34490
27,105,Minnesota,Nobles ,22183
27,107,Minnesota,Norman ,6422
27,109,Minnesota,Olmsted ,162991
27,111,Minnesota,Otter Tail ,60024
27,113,Minnesota,Pennington ,13939
27,115,Minnesota,Pine ,28854
27,117,Minnesota,Pipestone ,9405
27,119,Minnesota,Polk ,31051
27,121,Minnesota,Pope ,11309
27,123,Minnesota,Ramsey ,551480
27,125,Minnesota,Red Lake ,3936
27,127,Minnesota,Redwood ,15391
27,129,Minnesota,Renville ,14684
27,131,Minnesota,Rice ,67030
27,133,Minnesota,Rock ,9705
27,135,Minnesota,Roseau ,15294
27,137,Minnesota,St. Louis ,199962
27,139,Minnesota,Scott ,151265
27,141,Minnesota,Sherburne ,97479
27,143,Minnesota,Sibley ,14802
27,145,Minnesota,Stearns ,158349
27,147,Minnesota,Steele ,37352
27,149,Minnesota,Stevens ,9646
27,151,Minnesota,Swift ,9791
27,153,Minnesota,Todd ,25250
27,155,Minnesota,Traverse ,3346
27,157,Minnesota,Wabasha ,21417
27,159,Minnesota,Wadena ,14107
27,161,Minnesota,Waseca ,18954
27,163,Minnesota,Washington ,268191
27,165,Minnesota,Watonwan ,11221
27,167,Minnesota,Wilkin ,6481
27,169,Minnesota,Winona ,49606
27,171,Minnesota,Wright ,141759
27,173,Minnesota,Yellow Medicine ,9492
28,001,Mississippi,Adams ,29405
28,003,Mississippi,Alcorn ,34680
28,005,Mississippi,Amite ,12698
28,007,Mississippi,Attala ,17828
28,009,Mississippi,Benton ,7661
28,011,Mississippi,Bolivar ,30849
28,013,Mississippi,Calhoun ,13240
28,015,Mississippi,Carroll ,9941
28,017,Mississippi,Chickasaw ,17067
28,019,Mississippi,Choctaw ,8202
28,021,Mississippi,Claiborne ,9093
28,023,Mississippi,Clarke ,15533
28,025,Mississippi,Clay ,18645
28,027,Mississippi,Coahoma ,21232
28,029,Mississippi,Copiah ,28293
28,031,Mississippi,Covington ,18313
28,033,Mississippi,DeSoto ,185902
28,035,Mississippi,Forrest ,78136
28,037,Mississippi,Franklin ,7653
28,039,Mississippi,George ,24335
28,041,Mississippi,Greene ,13501
28,043,Mississippi,Grenada ,21581
28,045,Mississippi,Hancock ,46075
28,047,Mississippi,Harrison ,208613
28,049,Mississippi,Hinds ,226636
28,051,Mississippi,Holmes ,16912
28,053,Mississippi,Humphreys ,7715
28,055,Mississippi,Issaquena ,1326
28,057,Mississippi,Itawamba ,23824
28,059,Mississippi,Jackson ,143291
28,061,Mississippi,Jasper ,16348
28,063,Mississippi,Jefferson ,7254
28,065,Mississippi,Jefferson Davis ,11258
28,067,Mississippi,Jones ,67142
28,069,Mississippi,Kemper ,8983
28,071,Mississippi,Lafayette ,55905
28,073,Mississippi,Lamar ,64368
28,075,Mississippi,Lauderdale ,72706
28,077,Mississippi,Lawrence ,11984
28,079,Mississippi,Leake ,21247
28,081,Mississippi,Lee ,83228
28,083,Mississippi,Leflore ,28196
28,085,Mississippi,Lincoln ,34815
28,087,Mississippi,Lowndes ,58726
28,089,Mississippi,Madison ,109222
28,091,Mississippi,Marion ,24399
28,093,Mississippi,Marshall ,33754
28,095,Mississippi,Monroe ,34093
28,097,Mississippi,Montgomery ,9793
28,099,Mississippi,Neshoba ,28992
28,101,Mississippi,Newton ,21243
28,103,Mississippi,Noxubee ,10231
28,105,Mississippi,Oktibbeha ,51710
28,107,Mississippi,Panola ,33114
28,109,Mississippi,Pearl River ,56140
28,111,Mississippi,Perry ,11470
28,113,Mississippi,Pike ,40209
28,115,Mississippi,Pontotoc ,31206
28,117,Mississippi,Prentiss ,24935
28,119,Mississippi,Quitman ,6153
28,121,Mississippi,Rankin ,157052
28,123,Mississippi,Scott ,27958
28,125,Mississippi,Sharkey ,3767
28,127,Mississippi,Simpson ,25893
28,129,Mississippi,Smith ,14204
28,131,Mississippi,Stone ,18333
28,133,Mississippi,Sunflower ,25826
28,135,Mississippi,Tallahatchie ,12670
28,137,Mississippi,Tate ,28124
28,139,Mississippi,Tippah ,21732
28,141,Mississippi,Tishomingo ,18822
28,143,Mississippi,Tunica ,9720
28,145,Mississippi,Union ,27780
28,147,Mississippi,Walthall ,13863
28,149,Mississippi,Warren ,44548
28,151,Mississippi,Washington ,44613
28,153,Mississippi,Wayne ,19778
28,155,Mississippi,Webster ,9921
28,157,Mississippi,Wilkinson ,8525
28,159,Mississippi,Winston ,17673
28,161,Mississippi,Yalobusha ,12446
28,163,Mississippi,Yazoo ,26618
29,001,Missouri,Adair ,25246
29,003,Missouri,Andrew ,18083
29,005,Missouri,Atchison ,5306
29,007,Missouri,Audrain ,24925
29,009,Missouri,Barry ,34539
29,011,Missouri,Barton ,11613
29,013,Missouri,Bates ,16044
29,015,Missouri,Benton ,19409
29,017,Missouri,Bollinger ,10525
29,019,Missouri,Boone ,183894
29,021,Missouri,Buchanan ,84615
29,023,Missouri,Butler ,42007
29,025,Missouri,Caldwell ,8806
29,027,Missouri,Callaway ,44288
29,029,Missouri,Camden ,42784
29,031,Missouri,Cape Girardeau ,81788
29,033,Missouri,Carroll ,8461
29,035,Missouri,Carter ,5207
29,037,Missouri,Cass ,108113
29,039,Missouri,Cedar ,14199
29,041,Missouri,Chariton ,7380
29,043,Missouri,Christian ,89224
29,045,Missouri,Clark ,6632
29,047,Missouri,Clay ,253923
29,049,Missouri,Clinton ,21204
29,051,Missouri,Cole ,77198
29,053,Missouri,Cooper ,17089
29,055,Missouri,Crawford ,23026
29,057,Missouri,Dade ,7586
29,059,Missouri,Dallas ,17099
29,061,Missouri,Daviess ,8427
29,063,Missouri,DeKalb ,11014
29,065,Missouri,Dent ,14418
29,067,Missouri,Douglas ,11592
29,069,Missouri,Dunklin ,28178
29,071,Missouri,Franklin ,104769
29,073,Missouri,Gasconade ,14745
29,075,Missouri,Gentry ,6115
29,077,Missouri,Greene ,299060
29,079,Missouri,Grundy ,9729
29,081,Missouri,Harrison ,8155
29,083,Missouri,Henry ,21949
29,085,Missouri,Hickory ,8303
29,087,Missouri,Holt ,4186
29,089,Missouri,Howard ,10144
29,091,Missouri,Howell ,39750
29,093,Missouri,Iron ,9515
29,095,Missouri,Jackson ,717243
29,097,Missouri,Jasper ,122766
29,099,Missouri,Jefferson ,226929
29,101,Missouri,Johnson ,54002
29,103,Missouri,Knox ,3732
29,105,Missouri,Laclede ,36024
29,107,Missouri,Lafayette ,33001
29,109,Missouri,Lawrence ,37963
29,111,Missouri,Lewis ,10031
29,113,Missouri,Lincoln ,59829
29,115,Missouri,Linn ,11849
29,117,Missouri,Livingston ,14562
29,119,Missouri,McDonald ,23285
29,121,Missouri,Macon ,15182
29,123,Missouri,Madison ,12600
29,125,Missouri,Maries ,8427
29,127,Missouri,Marion ,28470
29,129,Missouri,Mercer ,3515
29,131,Missouri,Miller ,24733
29,133,Missouri,Mississippi ,12537
29,135,Missouri,Moniteau ,15464
29,137,Missouri,Monroe ,8666
29,139,Missouri,Montgomery ,11262
29,141,Missouri,Morgan ,20997
29,143,Missouri,New Madrid ,16329
29,145,Missouri,Newton ,58613
29,147,Missouri,Nodaway ,21218
29,149,Missouri,Oregon ,8617
29,151,Missouri,Osage ,13249
29,153,Missouri,Ozark ,8514
29,155,Missouri,Pemiscot ,15585
29,157,Missouri,Perry ,18960
29,159,Missouri,Pettis ,42951
29,161,Missouri,Phelps ,44517
29,163,Missouri,Pike ,17613
29,165,Missouri,Platte ,107100
29,167,Missouri,Polk ,31577
29,169,Missouri,Pulaski ,53964
29,171,Missouri,Putnam ,4676
29,173,Missouri,Ralls ,10351
29,175,Missouri,Randolph ,24636
29,177,Missouri,Ray ,23100
29,179,Missouri,Reynolds ,6078
29,181,Missouri,Ripley ,10680
29,183,Missouri,St. Charles ,406258
29,185,Missouri,St. Clair ,9340
29,186,Missouri,Ste. Genevieve ,18476
29,187,Missouri,St. Francois ,66900
29,189,Missouri,St. Louis ,1002838
29,195,Missouri,Saline ,23319
29,197,Missouri,Schuyler ,4007
29,199,Missouri,Scotland ,4698
29,201,Missouri,Scott ,38009
29,203,Missouri,Shannon ,7041
29,205,Missouri,Shelby ,6101
29,207,Missouri,Stoddard ,28652
29,209,Missouri,Stone ,31175
29,211,Missouri,Sullivan ,5976
29,213,Missouri,Taney ,56020
29,215,Missouri,Texas ,24413
29,217,Missouri,Vernon ,19642
29,219,Missouri,Warren ,35707
29,221,Missouri,Washington ,23499
29,223,Missouri,Wayne ,10913
29,225,Missouri,Webster ,39168
29,227,Missouri,Worth ,1962
29,229,Missouri,Wright ,18180
29,510,Missouri,St. Louis city,300528
30,001,Montana,Beaverhead ,9372
30,003,Montana,Big Horn ,13051
30,005,Montana,Blaine ,7002
30,007,Montana,Broadwater ,6846
30,009,Montana,Carbon ,10512
30,011,Montana,Carter ,1413
30,013,Montana,Cascade ,84328
30,015,Montana,Chouteau ,5899
30,017,Montana,Custer ,11859
30,019,Montana,Daniels ,1658
30,021,Montana,Dawson ,8922
30,023,Montana,Deer Lodge ,9413
30,025,Montana,Fallon ,3033
30,027,Montana,Fergus ,11457
30,029,Montana,Flathead ,104773
30,031,Montana,Gallatin ,119502
30,033,Montana,Garfield ,1172
30,035,Montana,Glacier ,13747
30,037,Montana,Golden Valley ,820
30,039,Montana,Granite ,3308
30,041,Montana,Hill ,16250
30,043,Montana,Jefferson ,12133
30,045,Montana,Judith Basin ,2017
30,047,Montana,Lake ,31259
30,049,Montana,Lewis and Clark ,71093
30,051,Montana,Liberty ,1960
30,053,Montana,Lincoln ,19731
30,055,Montana,McCone ,1733
30,057,Montana,Madison ,8657
30,059,Montana,Meagher ,1925
30,061,Montana,Mineral ,4565
30,063,Montana,Missoula ,118238
30,065,Montana,Musselshell ,4747
30,067,Montana,Park ,17193
30,069,Montana,Petroleum ,498
30,071,Montana,Phillips ,4190
30,073,Montana,Pondera ,5882
30,075,Montana,Powder River ,1693
30,077,Montana,Powell ,6934
30,079,Montana,Prairie ,1076
30,081,Montana,Ravalli ,44351
30,083,Montana,Richland ,11501
30,085,Montana,Roosevelt ,10780
30,087,Montana,Rosebud ,8298
30,089,Montana,Sanders ,12451
30,091,Montana,Sheridan ,3518
30,093,Montana,Silver Bow ,35168
30,095,Montana,Stillwater ,9010
30,097,Montana,Sweet Grass ,3671
30,099,Montana,Teton ,6242
30,101,Montana,Toole ,4964
30,103,Montana,Treasure ,761
30,105,Montana,Valley ,7551
30,107,Montana,Wheatland ,2093
30,109,Montana,Wibaux ,928
30,111,Montana,Yellowstone ,165045
31,001,Nebraska,Adams ,31147
31,003,Nebraska,Antelope ,6276
31,005,Nebraska,Arthur ,431
31,007,Nebraska,Banner ,683
31,009,Nebraska,Blaine ,431
31,011,Nebraska,Boone ,5351
31,013,Nebraska,Box Butte ,10824
31,015,Nebraska,Boyd ,1806
31,017,Nebraska,Brown ,2903
31,019,Nebraska,Buffalo ,50129
31,021,Nebraska,Burt ,6721
31,023,Nebraska,Butler ,8349
31,025,Nebraska,Cass ,26593
31,027,Nebraska,Cedar ,8373
31,029,Nebraska,Chase ,3881
31,031,Nebraska,Cherry ,5462
31,033,Nebraska,Cheyenne ,9482
31,035,Nebraska,Clay ,6101
31,037,Nebraska,Colfax ,10546
31,039,Nebraska,Cuming ,9009
31,041,Nebraska,Custer ,10495
31,043,Nebraska,Dakota ,21502
31,045,Nebraska,Dawes ,8151
31,047,Nebraska,Dawson ,24039
31,049,Nebraska,Deuel ,1829
31,051,Nebraska,Dixon ,5580
31,053,Nebraska,Dodge ,37102
31,055,Nebraska,Douglas ,585010
31,057,Nebraska,Dundy ,1647
31,059,Nebraska,Fillmore ,5567
31,061,Nebraska,Franklin ,2885
31,063,Nebraska,Frontier ,2510
31,065,Nebraska,Furnas ,4615
31,067,Nebraska,Gage ,21663
31,069,Nebraska,Garden ,1883
31,071,Nebraska,Garfield ,1806
31,073,Nebraska,Gosper ,1891
31,075,Nebraska,Grant ,611
31,077,Nebraska,Greeley ,2180
31,079,Nebraska,Hall ,62730
31,081,Nebraska,Hamilton ,9403
31,083,Nebraska,Harlan ,3054
31,085,Nebraska,Hayes ,855
31,087,Nebraska,Hitchcock ,2610
31,089,Nebraska,Holt ,10083
31,091,Nebraska,Hooker ,707
31,093,Nebraska,Howard ,6496
31,095,Nebraska,Jefferson ,7260
31,097,Nebraska,Johnson ,5288
31,099,Nebraska,Kearney ,6695
31,101,Nebraska,Keith ,8322
31,103,Nebraska,Keya Paha ,763
31,105,Nebraska,Kimball ,3401
31,107,Nebraska,Knox ,8383
31,109,Nebraska,Lancaster ,322910
31,111,Nebraska,Lincoln ,34551
31,113,Nebraska,Logan ,714
31,115,Nebraska,Loup ,606
31,117,Nebraska,McPherson ,396
31,119,Nebraska,Madison ,35473
31,121,Nebraska,Merrick ,7659
31,123,Nebraska,Morrill ,4539
31,125,Nebraska,Nance ,3382
31,127,Nebraska,Nemaha ,7088
31,129,Nebraska,Nuckolls ,4081
31,131,Nebraska,Otoe ,15892
31,133,Nebraska,Pawnee ,2536
31,135,Nebraska,Perkins ,2851
31,137,Nebraska,Phelps ,8968
31,139,Nebraska,Pierce ,7328
31,141,Nebraska,Platte ,34280
31,143,Nebraska,Polk ,5225
31,145,Nebraska,Red Willow ,10671
31,147,Nebraska,Richardson ,7836
31,149,Nebraska,Rock ,1267
31,151,Nebraska,Saline ,14249
31,153,Nebraska,Sarpy ,191114
31,155,Nebraska,Saunders ,22361
31,157,Nebraska,Scotts Bluff ,36002
31,159,Nebraska,Seward ,17605
31,161,Nebraska,Sheridan ,5097
31,163,Nebraska,Sherman ,2956
31,165,Nebraska,Sioux ,1144
31,167,Nebraska,Stanton ,5824
31,169,Nebraska,Thayer ,5013
31,171,Nebraska,Thomas ,671
31,173,Nebraska,Thurston ,6769
31,175,Nebraska,Valley ,4048
31,177,Nebraska,Washington ,20904
31,179,Nebraska,Wayne ,9687
31,181,Nebraska,Webster ,3387
31,183,Nebraska,Wheeler ,773
31,185,Nebraska,York ,14084
32,001,Nevada,Churchill ,25539
32,003,Nevada,Clark ,2273386
32,005,Nevada,Douglas ,49468
32,007,Nevada,Elko ,53750
32,009,Nevada,Esmeralda ,730
32,011,Nevada,Eureka ,1847
32,013,Nevada,Humboldt ,17283
32,015,Nevada,Lander ,5725
32,017,Nevada,Lincoln ,4502
32,019,Nevada,Lyon ,59431
32,021,Nevada,Mineral ,4553
32,023,Nevada,Nye ,51968
32,027,Nevada,Pershing ,6639
32,029,Nevada,Storey ,4106
32,031,Nevada,Washoe ,487388
32,033,Nevada,White Pine ,9079
32,510,Nevada,Carson City,58677
33,001,New Hampshire,Belknap ,63743
33,003,New Hampshire,Carroll ,50212
33,005,New Hampshire,Cheshire ,76501
33,007,New Hampshire,Coos ,31173
33,009,New Hampshire,Grafton ,91123
33,011,New Hampshire,Hillsborough ,422705
33,013,New Hampshire,Merrimack ,153922
33,015,New Hampshire,Rockingham ,314430
33,017,New Hampshire,Strafford ,131006
33,019,New Hampshire,Sullivan ,43033
34,001,New Jersey,Atlantic ,274191
34,003,New Jersey,Bergen ,954774
34,005,New Jersey,Burlington ,461862
34,007,New Jersey,Camden ,523204
34,009,New Jersey,Cape May ,95077
34,011,New Jersey,Cumberland ,153848
34,013,New Jersey,Essex ,862032
34,015,New Jersey,Gloucester ,302607
34,017,New Jersey,Hudson ,722655
34,019,New Jersey,Hunterdon ,128839
34,021,New Jersey,Mercer ,386759
34,023,New Jersey,Middlesex ,861908
34,025,New Jersey,Monmouth ,643163
34,027,New Jersey,Morris ,509001
34,029,New Jersey,Ocean ,638824
34,031,New Jersey,Passaic ,523100
34,033,New Jersey,Salem ,64859
34,035,New Jersey,Somerset ,345014
34,037,New Jersey,Sussex ,144082
34,039,New Jersey,Union ,574349
34,041,New Jersey,Warren ,109595
35,001,New Mexico,Bernalillo ,676581
35,003,New Mexico,Catron ,3612
35,005,New Mexico,Chaves ,65168
35,006,New Mexico,Cibola ,27076
35,007,New Mexico,Colfax ,12332
35,009,New Mexico,Curry ,48325
35,011,New Mexico,De Baca ,1678
35,013,New Mexico,Doa Ana ,219899
35,015,New Mexico,Eddy ,62257
35,017,New Mexico,Grant ,28209
35,019,New Mexico,Guadalupe ,4447
35,021,New Mexico,Harding ,660
35,023,New Mexico,Hidalgo ,4149
35,025,New Mexico,Lea ,74586
35,027,New Mexico,Lincoln ,20296
35,028,New Mexico,Los Alamos ,19424
35,029,New Mexico,Luna ,25420
35,031,New Mexico,McKinley ,72630
35,033,New Mexico,Mora ,4184
35,035,New Mexico,Otero ,67861
35,037,New Mexico,Quay ,8721
35,039,New Mexico,Rio Arriba ,40264
35,041,New Mexico,Roosevelt ,19118
35,043,New Mexico,Sandoval ,149218
35,045,New Mexico,San Juan ,121429
35,047,New Mexico,San Miguel ,27115
35,049,New Mexico,Santa Fe ,154977
35,051,New Mexico,Sierra ,11526
35,053,New Mexico,Socorro ,16565
35,055,New Mexico,Taos ,34392
35,057,New Mexico,Torrance ,15051
35,059,New Mexico,Union ,4067
35,061,New Mexico,Valencia ,76329
36,001,New York,Albany ,314368
36,003,New York,Allegany ,46373
36,005,New York,Bronx ,1466438
36,007,New York,Broome ,198199
36,009,New York,Cattaraugus ,76907
36,011,New York,Cayuga ,76095
36,013,New York,Chautauqua ,127424
36,015,New York,Chemung ,83882
36,017,New York,Chenango ,47073
36,019,New York,Clinton ,79715
36,021,New York,Columbia ,61550
36,023,New York,Cortland ,46723
36,025,New York,Delaware ,44186
36,027,New York,Dutchess ,295742
36,029,New York,Erie ,953254
36,031,New York,Essex ,37336
36,033,New York,Franklin ,47527
36,035,New York,Fulton ,53160
36,037,New York,Genesee ,58258
36,039,New York,Greene ,47890
36,041,New York,Hamilton ,5078
36,043,New York,Herkimer ,60007
36,045,New York,Jefferson ,116134
36,047,New York,Kings ,2727393
36,049,New York,Lewis ,26538
36,051,New York,Livingston ,61699
36,053,New York,Madison ,67890
36,055,New York,Monroe ,758554
36,057,New York,Montgomery ,49433
36,059,New York,Nassau ,1393978
36,061,New York,New York ,1687834
36,063,New York,Niagara ,212252
36,065,New York,Oneida ,231695
36,067,New York,Onondaga ,475653
36,069,New York,Ontario ,112475
36,071,New York,Orange ,401322
36,073,New York,Orleans ,40236
36,075,New York,Oswego ,117351
36,077,New York,Otsego ,58351
36,079,New York,Putnam ,97660
36,081,New York,Queens ,2395791
36,083,New York,Rensselaer ,160923
36,085,New York,Richmond ,495522
36,087,New York,Rockland ,338121
36,089,New York,St. Lawrence ,108311
36,091,New York,Saratoga ,235689
36,093,New York,Schenectady ,157861
36,095,New York,Schoharie ,29720
36,097,New York,Schuyler ,17857
36,099,New York,Seneca ,33715
36,101,New York,Steuben ,93363
36,103,New York,Suffolk ,1524099
36,105,New York,Sullivan ,78643
36,107,New York,Tioga ,48355
36,109,New York,Tompkins ,105404
36,111,New York,Ulster ,181687
36,113,New York,Warren ,65638
36,115,New York,Washington ,61143
36,117,New York,Wayne ,91103
36,119,New York,Westchester ,1003245
36,121,New York,Wyoming ,40401
36,123,New York,Yates ,24709
37,001,North Carolina,Alamance ,171842
37,003,North Carolina,Alexander ,36430
37,005,North Carolina,Alleghany ,10899
37,007,North Carolina,Anson ,22030
37,009,North Carolina,Ashe ,26569
37,011,North Carolina,Avery ,17798
37,013,North Carolina,Beaufort ,44618
37,015,North Carolina,Bertie ,17851
